Datetime,Open,High,Low,Close,Adj Close,Volume
2024-06-18 05:15:00,65729.890625,65805.828125,65678.921875,65754.8203125,65754.8203125,141549568
2024-06-18 05:30:00,65791.7109375,65803.9921875,65691.609375,65736.484375,65736.484375,103809024
2024-06-18 05:45:00,65731.6953125,65731.6953125,65573.65625,65573.65625,65573.65625,107937792
2024-06-18 06:00:00,65601.1640625,65680.921875,65601.1640625,65657.4609375,65657.4609375,13287424
2024-06-18 06:15:00,65693.8984375,65693.8984375,65571.0234375,65571.0234375,65571.0234375,57053184
2024-06-18 06:30:00,65555.8046875,65603.0703125,65513.640625,65513.640625,65513.640625,77135872
2024-06-18 06:45:00,65547.3828125,65547.3828125,65418.03515625,65422.125,65422.125,144855040
2024-06-18 07:00:00,65486.08203125,65594.5,65486.08203125,65562.0859375,65562.0859375,7798784
2024-06-18 07:15:00,65570.3828125,65680.8828125,65521.65234375,65680.8828125,65680.8828125,24317952
2024-06-18 07:30:00,65644.484375,65713.375,65616.9921875,65713.375,65713.375,41373696
2024-06-18 07:45:00,65744.046875,65786.0703125,65636.578125,65661.203125,65661.203125,67792896
2024-06-18 08:00:00,65663.6171875,65739.71875,65649.7109375,65692.0078125,65692.0078125,0
2024-06-18 08:15:00,65683.640625,65683.640625,65614.328125,65614.328125,65614.328125,2396160
2024-06-18 08:30:00,65606.984375,65704.8125,65599.765625,65697.9296875,65697.9296875,0
2024-06-18 08:45:00,65723.3984375,65751.09375,65700.609375,65730.7734375,65730.7734375,6852608
2024-06-18 09:00:00,65730.09375,65730.09375,65695.4453125,65709.453125,65709.453125,0
2024-06-18 09:15:00,65719.078125,65719.078125,65554.6328125,65607.5390625,65607.5390625,42016768
2024-06-18 09:30:00,65608.1015625,65667.34375,65579.4296875,65625.2109375,65625.2109375,18165760
2024-06-18 09:45:00,65614.5390625,65618.2578125,65502.40234375,65502.40234375,65502.40234375,0
2024-06-18 10:00:00,65476.04296875,65492.6484375,65366.9921875,65366.9921875,65366.9921875,0
2024-06-18 10:15:00,65376.93359375,65493.7421875,65376.93359375,65493.7421875,65493.7421875,1454080
2024-06-18 10:30:00,65535.03125,65568.671875,65462.875,65487.171875,65487.171875,0
2024-06-18 10:45:00,65501.44921875,65501.44921875,65404.37109375,65432.87890625,65432.87890625,0
2024-06-18 11:00:00,65447.0703125,65471.796875,65344.65234375,65344.65234375,65344.65234375,15040512
2024-06-18 11:15:00,65308.69921875,65325.82421875,65220.90234375,65221.8359375,65221.8359375,224825344
2024-06-18 11:30:00,65200.48046875,65257.8671875,65160.24609375,65241.7734375,65241.7734375,266141696
2024-06-18 11:45:00,65240.23046875,65422.7109375,65240.0,65368.92578125,65368.92578125,196050944
2024-06-18 12:00:00,65353.28515625,65377.87890625,65201.90234375,65201.90234375,65201.90234375,42905600
2024-06-18 12:15:00,65162.44140625,65200.98046875,65075.19140625,65080.56640625,65080.56640625,169144320
2024-06-18 12:30:00,65030.11328125,65234.12890625,65030.11328125,65047.13671875,65047.13671875,477077504
2024-06-18 12:45:00,65067.7109375,65237.0234375,65051.296875,65181.0625,65181.0625,225439744
2024-06-18 13:00:00,65200.35546875,65200.35546875,64890.83984375,65061.98828125,65061.98828125,188022784
2024-06-18 13:15:00,64986.47265625,65114.27734375,64851.38671875,64851.38671875,64851.38671875,228376576
2024-06-18 13:30:00,64872.1015625,64971.59375,64648.3046875,64971.59375,64971.59375,143839232
2024-06-18 13:45:00,64901.6484375,64906.33203125,64744.56640625,64797.24609375,64797.24609375,276783104
2024-06-18 14:00:00,64813.9375,64813.9375,64412.60546875,64780.69140625,64780.69140625,541843456
2024-06-18 14:15:00,64829.82421875,65065.359375,64829.82421875,65062.9453125,65062.9453125,595656704
2024-06-18 14:30:00,65034.3515625,65343.0234375,64988.17578125,65238.57421875,65238.57421875,240099328
2024-06-18 14:45:00,65229.82421875,65240.671875,64688.7578125,64688.7578125,64688.7578125,115998720
2024-06-18 15:00:00,64605.0859375,64665.3203125,64333.73046875,64333.73046875,64333.73046875,183033856
2024-06-18 15:15:00,64380.95703125,64652.10546875,64375.55078125,64546.765625,64546.765625,395784192
2024-06-18 15:30:00,64431.71875,64777.41015625,64431.71875,64761.796875,64761.796875,273051648
2024-06-18 15:45:00,64768.0703125,64885.1015625,64538.46484375,64622.93359375,64622.93359375,135147520
2024-06-18 16:00:00,64675.3828125,64804.43359375,64451.62109375,64451.62109375,64451.62109375,56532992
2024-06-18 16:15:00,64456.90234375,64551.68359375,64367.89453125,64551.68359375,64551.68359375,46981120
2024-06-18 16:30:00,64582.4609375,64600.0625,64529.72265625,64569.26953125,64569.26953125,0
2024-06-18 16:45:00,64517.7578125,64595.890625,64347.125,64595.890625,64595.890625,82186240
2024-06-18 17:00:00,64661.30859375,64840.375,64600.43359375,64781.57421875,64781.57421875,82976768
2024-06-18 17:15:00,64758.99609375,64783.78515625,64484.3125,64484.3125,64484.3125,68620288
2024-06-18 17:30:00,64462.57421875,64763.62890625,64416.94140625,64704.796875,64704.796875,88096768
2024-06-18 17:45:00,64772.89453125,64772.89453125,64593.8046875,64599.48828125,64599.48828125,0
2024-06-18 18:00:00,64592.18359375,64706.78125,64340.86328125,64687.859375,64687.859375,0
2024-06-18 18:15:00,64686.48046875,64782.421875,64686.48046875,64728.6484375,64728.6484375,0
2024-06-18 18:30:00,64717.5,64830.75390625,64643.1328125,64777.0546875,64777.0546875,0
2024-06-18 18:45:00,64795.7890625,64795.7890625,64622.5546875,64664.97265625,64664.97265625,0
2024-06-18 19:00:00,64657.68359375,64665.15234375,64447.03515625,64472.765625,64472.765625,14721024
2024-06-18 19:15:00,64433.72265625,64567.83984375,64406.16015625,64520.15234375,64520.15234375,83496960
2024-06-18 19:30:00,64533.328125,64533.328125,64392.94921875,64397.15234375,64397.15234375,58757120
2024-06-18 19:45:00,64354.1640625,64511.13671875,64066.95703125,64511.13671875,64511.13671875,394870784
2024-06-18 20:00:00,64390.48828125,64614.19921875,64242.76953125,64406.89453125,64406.89453125,228777984
2024-06-18 20:15:00,64402.1328125,64520.8515625,64402.1328125,64462.42578125,64462.42578125,93065216
2024-06-18 20:30:00,64446.046875,64564.3515625,64326.6953125,64564.3515625,64564.3515625,28950528
2024-06-18 20:45:00,64571.54296875,64941.69140625,64571.54296875,64920.8515625,64920.8515625,337633280
2024-06-18 21:00:00,64897.234375,64941.66015625,64799.37890625,64941.66015625,64941.66015625,75218944
2024-06-18 21:15:00,64986.5078125,65157.3359375,64940.51171875,64951.11328125,64951.11328125,273473536
2024-06-18 21:30:00,64970.90234375,65109.0234375,64908.70703125,65109.0234375,65109.0234375,51601408
2024-06-18 21:45:00,65072.86328125,65275.10546875,65072.86328125,65213.12890625,65213.12890625,149381120
2024-06-18 22:00:00,65193.38671875,65193.38671875,65035.828125,65072.54296875,65072.54296875,56004608
2024-06-18 22:15:00,65087.76953125,65213.37109375,65087.76953125,65157.2109375,65157.2109375,32161792
2024-06-18 22:30:00,65128.9609375,65235.09375,65097.546875,65235.09375,65235.09375,62517248
2024-06-18 22:45:00,65236.3671875,65243.84375,65197.44140625,65230.31640625,65230.31640625,58028032
2024-06-18 23:00:00,65243.02734375,65243.02734375,65100.90234375,65100.90234375,65100.90234375,10571776
2024-06-18 23:15:00,65109.23046875,65208.53515625,65109.23046875,65185.5,65185.5,65945600
2024-06-18 23:30:00,65149.7109375,65149.7109375,65069.0703125,65069.0703125,65069.0703125,35926016
2024-06-18 23:45:00,65067.9609375,65164.90625,65057.68359375,65164.90625,65164.90625,28229632
2024-06-19 00:00:00,65146.66015625,65146.66015625,65022.4375,65022.4375,65022.4375,27115520
2024-06-19 00:15:00,65032.66796875,65032.66796875,64877.59765625,64882.3515625,64882.3515625,52965376
2024-06-19 00:30:00,64866.9921875,64956.82421875,64866.9921875,64956.82421875,64956.82421875,1601536
2024-06-19 00:45:00,64962.5546875,65157.25390625,64962.5546875,65148.921875,65148.921875,0
2024-06-19 01:00:00,65126.4765625,65366.15234375,65126.4765625,65366.15234375,65366.15234375,75792384
2024-06-19 01:15:00,65323.0703125,65449.32421875,65236.3984375,65236.3984375,65236.3984375,239419392
2024-06-19 01:30:00,65179.6484375,65179.6484375,64990.1875,64990.1875,64990.1875,0
2024-06-19 01:45:00,64958.31640625,64993.0078125,64834.99609375,64993.0078125,64993.0078125,0
2024-06-19 02:00:00,65000.328125,65200.3515625,65000.328125,65176.328125,65176.328125,0
2024-06-19 02:15:00,65160.25,65359.19921875,65160.25,65359.19921875,65359.19921875,0
2024-06-19 02:30:00,65419.58203125,65442.91015625,65227.125,65227.125,65227.125,0
2024-06-19 02:45:00,65227.875,65346.23828125,65173.125,65342.69140625,65342.69140625,0
2024-06-19 03:00:00,65325.50390625,65399.234375,65286.51953125,65313.4140625,65313.4140625,0
2024-06-19 03:15:00,65303.20703125,65514.12890625,65265.65625,65482.12109375,65482.12109375,27742208
2024-06-19 03:30:00,65465.359375,65525.45703125,65409.171875,65519.375,65519.375,72478720
2024-06-19 03:45:00,65492.5546875,65492.5546875,65407.765625,65439.8359375,65439.8359375,0
2024-06-19 04:00:00,65396.34765625,65631.0078125,65345.484375,65631.0078125,65631.0078125,60297216
2024-06-19 04:15:00,65605.5078125,65692.515625,65538.7578125,65572.1015625,65572.1015625,144916480
2024-06-19 04:30:00,65583.8671875,65583.8671875,65483.02734375,65498.37890625,65498.37890625,0
2024-06-19 04:45:00,65496.20703125,65506.25390625,65435.52734375,65435.52734375,65435.52734375,6369280
2024-06-19 05:00:00,65428.48828125,65487.2734375,65418.01171875,65418.01171875,65418.01171875,0
2024-06-19 05:15:00,65434.08984375,65452.921875,65363.58203125,65447.421875,65447.421875,20774912
2024-06-19 05:30:00,65453.23828125,65518.6171875,65453.23828125,65478.203125,65478.203125,0
2024-06-19 05:45:00,65468.921875,65520.27734375,65437.578125,65448.51953125,65448.51953125,0
2024-06-19 06:00:00,65420.26953125,65479.34765625,65420.26953125,65476.06640625,65476.06640625,0
2024-06-19 06:15:00,65493.1171875,65513.0,65476.9453125,65481.96875,65481.96875,0
2024-06-19 06:30:00,65477.140625,65543.546875,65477.140625,65537.0078125,65537.0078125,1073152
2024-06-19 06:45:00,65529.5546875,65571.5390625,65516.265625,65566.65625,65566.65625,0
2024-06-19 07:00:00,65590.734375,65630.921875,65498.44921875,65529.46484375,65529.46484375,43868160
2024-06-19 07:15:00,65523.890625,65531.83984375,65281.98828125,65281.98828125,65281.98828125,43786240
2024-06-19 07:30:00,65249.796875,65347.5546875,65249.796875,65306.67578125,65306.67578125,33247232
2024-06-19 07:45:00,65308.72265625,65343.7578125,65293.3046875,65304.87109375,65304.87109375,0
2024-06-19 08:00:00,65306.734375,65337.796875,65189.3515625,65189.3515625,65189.3515625,6785024
2024-06-19 08:15:00,65192.625,65247.8671875,65177.1328125,65247.8671875,65247.8671875,33202176
2024-06-19 08:30:00,65200.8515625,65206.50390625,65105.55859375,65165.27734375,65165.27734375,89726976
2024-06-19 08:45:00,65157.9375,65187.12109375,65122.23046875,65156.12890625,65156.12890625,29937664
2024-06-19 09:00:00,65169.37890625,65245.01171875,65169.37890625,65200.953125,65200.953125,17461248
2024-06-19 09:15:00,65198.046875,65213.5078125,65083.0390625,65136.52734375,65136.52734375,23162880
2024-06-19 09:30:00,65130.07421875,65148.8984375,65082.1796875,65091.03515625,65091.03515625,30478336
2024-06-19 09:45:00,65083.08984375,65245.12109375,65083.08984375,65216.94140625,65216.94140625,58851328
2024-06-19 10:00:00,65255.28125,65293.66796875,65170.7734375,65177.24609375,65177.24609375,0
2024-06-19 10:15:00,65166.3125,65183.9296875,65108.95703125,65118.40625,65118.40625,0
2024-06-19 10:30:00,65112.078125,65248.17578125,65112.078125,65248.17578125,65248.17578125,25063424
2024-06-19 10:45:00,65248.43359375,65436.984375,65215.44140625,65436.984375,65436.984375,79333376
2024-06-19 11:00:00,65452.1171875,65454.00390625,65336.890625,65369.078125,65369.078125,0
2024-06-19 11:15:00,65375.47265625,65397.5859375,65341.140625,65392.0546875,65392.0546875,0
2024-06-19 11:30:00,65413.98828125,65447.90234375,65019.7890625,65134.81640625,65134.81640625,56252416
2024-06-19 11:45:00,65162.1796875,65200.44921875,65065.3359375,65200.44921875,65200.44921875,192940032
2024-06-19 12:00:00,65179.9140625,65255.26171875,65135.5625,65135.5625,65135.5625,0
2024-06-19 12:15:00,65088.56640625,65153.203125,65039.734375,65124.046875,65124.046875,0
2024-06-19 12:30:00,65103.22265625,65136.1015625,65054.8984375,65099.67578125,65099.67578125,0
2024-06-19 12:45:00,65081.78125,65173.1953125,65045.9609375,65173.1953125,65173.1953125,0
2024-06-19 13:00:00,65156.1875,65178.38671875,65111.0390625,65121.58203125,65121.58203125,0
2024-06-19 13:15:00,65116.9765625,65148.73828125,65106.69140625,65141.38671875,65141.38671875,0
2024-06-19 13:30:00,65136.99609375,65136.99609375,65068.38671875,65108.5390625,65108.5390625,0
2024-06-19 13:45:00,65125.4609375,65152.9609375,65043.24609375,65053.859375,65053.859375,0
2024-06-19 14:00:00,65058.765625,65111.453125,65020.55078125,65020.55078125,65020.55078125,0
2024-06-19 14:15:00,64998.5546875,64998.5546875,64872.6328125,64872.6328125,64872.6328125,0
2024-06-19 14:30:00,64872.0390625,64940.90234375,64853.48046875,64884.45703125,64884.45703125,0
2024-06-19 14:45:00,64921.7890625,65004.80078125,64886.87890625,64886.87890625,64886.87890625,0
2024-06-19 15:00:00,64924.09375,65062.1640625,64901.92578125,65062.1640625,65062.1640625,0
2024-06-19 15:15:00,65071.03125,65071.03125,64942.234375,64942.234375,64942.234375,0
2024-06-19 15:30:00,64928.78515625,64928.78515625,64831.078125,64831.078125,64831.078125,0
2024-06-19 15:45:00,64838.79296875,64859.33984375,64799.87890625,64841.109375,64841.109375,4134912
2024-06-19 16:00:00,64889.03125,64951.06640625,64797.41796875,64850.265625,64850.265625,0
2024-06-19 16:15:00,64875.54296875,65021.5390625,64833.5390625,65021.5390625,65021.5390625,0
2024-06-19 16:30:00,65041.0234375,65046.05078125,64988.62890625,65028.30078125,65028.30078125,0
2024-06-19 16:45:00,65021.625,65021.625,64869.8671875,64921.79296875,64921.79296875,0
2024-06-19 17:00:00,64916.08984375,65097.98046875,64916.08984375,65097.98046875,65097.98046875,0
2024-06-19 17:15:00,65081.9765625,65227.3984375,65036.0859375,65161.80078125,65161.80078125,3137536
2024-06-19 17:30:00,65158.671875,65158.671875,65031.68359375,65039.109375,65039.109375,0
2024-06-19 17:45:00,65041.54296875,65094.16796875,65028.1875,65046.90625,65046.90625,0
2024-06-19 18:00:00,65058.19921875,65105.72265625,65023.609375,65105.72265625,65105.72265625,0
2024-06-19 18:15:00,65081.5546875,65132.34375,65074.546875,65074.546875,65074.546875,0
2024-06-19 18:30:00,65080.390625,65080.390625,65017.36328125,65055.8359375,65055.8359375,0
2024-06-19 18:45:00,65040.37890625,65040.37890625,64940.80859375,64940.80859375,64940.80859375,0
2024-06-19 19:00:00,64945.72265625,64947.57421875,64906.734375,64926.38671875,64926.38671875,0
2024-06-19 19:15:00,64918.59375,64918.59375,64814.93359375,64845.2578125,64845.2578125,0
2024-06-19 19:30:00,64840.55078125,64889.03515625,64797.6171875,64797.6171875,64797.6171875,0
2024-06-19 19:45:00,64814.390625,64865.9375,64794.6484375,64865.9375,64865.9375,0
2024-06-19 20:00:00,64860.13671875,64877.7890625,64823.02734375,64823.02734375,64823.02734375,0
2024-06-19 20:15:00,64802.609375,64818.33203125,64693.30078125,64818.33203125,64818.33203125,0
2024-06-19 20:30:00,64834.3671875,64864.57421875,64761.0078125,64761.0078125,64761.0078125,0
2024-06-19 20:45:00,64755.390625,64839.48828125,64728.80859375,64839.48828125,64839.48828125,0
2024-06-19 21:00:00,64838.42578125,64972.65234375,64827.0234375,64972.65234375,64972.65234375,0
2024-06-19 21:15:00,64966.0078125,65008.6640625,64922.51953125,65001.6875,65001.6875,0
2024-06-19 21:30:00,65029.71484375,65066.3203125,64992.21875,65046.8203125,65046.8203125,0
2024-06-19 21:45:00,65049.55078125,65049.55078125,64997.25390625,65021.86328125,65021.86328125,0
2024-06-19 22:00:00,65003.6875,65016.796875,64938.7578125,64938.7578125,64938.7578125,0
2024-06-19 22:15:00,64926.0546875,64999.4765625,64926.0546875,64963.80859375,64963.80859375,0
2024-06-19 22:30:00,64960.0625,64960.0625,64928.28515625,64942.296875,64942.296875,0
2024-06-19 22:45:00,64942.5703125,64942.5703125,64831.16796875,64831.16796875,64831.16796875,0
2024-06-19 23:00:00,64821.82421875,64880.94921875,64806.6796875,64874.79296875,64874.79296875,0
2024-06-19 23:15:00,64891.42578125,64913.72265625,64855.26953125,64867.21484375,64867.21484375,0
2024-06-19 23:30:00,64879.34375,64880.58984375,64814.078125,64848.53515625,64848.53515625,0
2024-06-19 23:45:00,64858.71484375,64951.1953125,64850.3125,64951.1953125,64951.1953125,0
2024-06-20 00:00:00,64960.296875,64965.7578125,64837.66015625,64965.7578125,64965.7578125,10659840
2024-06-20 00:15:00,64973.09765625,64973.09765625,64862.28125,64889.57421875,64889.57421875,17272832
2024-06-20 00:30:00,64883.51171875,65022.9296875,64862.703125,64986.87109375,64986.87109375,27717632
2024-06-20 00:45:00,64997.140625,65046.95703125,64890.20703125,65046.95703125,65046.95703125,10807296
2024-06-20 01:00:00,65062.15234375,65117.3046875,65020.70703125,65117.3046875,65117.3046875,0
2024-06-20 01:15:00,65136.5234375,65212.2890625,65096.84765625,65212.2890625,65212.2890625,0
2024-06-20 01:30:00,65224.90625,65335.703125,65164.640625,65210.0078125,65210.0078125,1212416
2024-06-20 01:45:00,65222.14453125,65222.14453125,65082.39453125,65124.625,65124.625,0
2024-06-20 02:00:00,65125.87109375,65125.87109375,64977.8515625,65021.625,65021.625,11763712
2024-06-20 02:15:00,65023.109375,65179.79296875,65005.98828125,65145.953125,65145.953125,1107968
2024-06-20 02:30:00,65132.26171875,65199.13671875,65114.31640625,65142.07421875,65142.07421875,0
2024-06-20 02:45:00,65126.12890625,65155.921875,65080.44140625,65155.921875,65155.921875,13404160
2024-06-20 03:00:00,65167.1015625,65181.94921875,65080.234375,65090.8125,65090.8125,0
2024-06-20 03:15:00,65096.6328125,65133.796875,65077.83984375,65130.36328125,65130.36328125,0
2024-06-20 03:30:00,65127.95703125,65175.4921875,65124.41796875,65153.55859375,65153.55859375,0
2024-06-20 03:45:00,65162.234375,65187.59375,65128.12890625,65138.71484375,65138.71484375,0
2024-06-20 04:00:00,65168.48828125,65168.48828125,65097.11328125,65097.875,65097.875,0
2024-06-20 04:15:00,65083.1953125,65157.609375,65080.5625,65141.9140625,65141.9140625,0
2024-06-20 04:30:00,65133.75390625,65222.6640625,65133.75390625,65189.546875,65189.546875,45056
2024-06-20 04:45:00,65149.5234375,65282.0703125,65149.5234375,65274.99609375,65274.99609375,12177408
2024-06-20 05:00:00,65263.4921875,65306.2109375,65231.0703125,65274.8046875,65274.8046875,55451648
2024-06-20 05:15:00,65279.65625,65335.4921875,65262.453125,65335.4921875,65335.4921875,18393088
2024-06-20 05:30:00,65326.39453125,65399.12890625,65326.39453125,65360.4140625,65360.4140625,48494592
2024-06-20 05:45:00,65361.45703125,65557.609375,65361.45703125,65557.609375,65557.609375,117991424
2024-06-20 06:00:00,65495.62109375,65583.0546875,65458.82421875,65583.0546875,65583.0546875,117225472
2024-06-20 06:15:00,65570.2890625,65570.2890625,65468.99609375,65484.95703125,65484.95703125,73713664
2024-06-20 06:30:00,65505.31640625,65586.53125,65489.33984375,65489.33984375,65489.33984375,17121280
2024-06-20 06:45:00,65484.671875,65484.671875,65379.71875,65417.24609375,65417.24609375,0
2024-06-20 07:00:00,65436.90625,65544.7421875,65436.90625,65540.359375,65540.359375,0
2024-06-20 07:15:00,65546.8828125,65892.078125,65546.8828125,65856.96875,65856.96875,257290240
2024-06-20 07:30:00,65834.109375,65887.25,65793.59375,65817.3984375,65817.3984375,65155072
2024-06-20 07:45:00,65832.875,65860.8125,65787.828125,65809.078125,65809.078125,43278336
2024-06-20 08:00:00,65836.3359375,65863.6015625,65760.7578125,65760.7578125,65760.7578125,18178048
2024-06-20 08:15:00,65757.171875,65800.2734375,65715.796875,65761.140625,65761.140625,51208192
2024-06-20 08:30:00,65748.2265625,65761.078125,65613.5078125,65613.5078125,65613.5078125,22831104
2024-06-20 08:45:00,65655.7421875,65708.6640625,65615.4375,65665.03125,65665.03125,241147904
2024-06-20 09:00:00,65661.5,65678.8125,65635.46875,65635.46875,65635.46875,28594176
2024-06-20 09:15:00,65617.3203125,65633.3359375,65601.109375,65609.234375,65609.234375,0
2024-06-20 09:30:00,65597.828125,65724.3046875,65597.828125,65659.8203125,65659.8203125,93048832
2024-06-20 09:45:00,65654.6796875,65713.53125,65643.6953125,65686.8671875,65686.8671875,24930304
2024-06-20 10:00:00,65684.1953125,65711.3671875,65635.4296875,65697.3671875,65697.3671875,4218880
2024-06-20 10:15:00,65702.6875,65729.328125,65660.4921875,65706.21875,65706.21875,817152
2024-06-20 10:30:00,65703.0625,65803.6640625,65699.7421875,65770.390625,65770.390625,37668864
2024-06-20 10:45:00,65758.6484375,66095.5234375,65758.6484375,66095.5234375,66095.5234375,103221248
2024-06-20 11:00:00,66190.640625,66385.859375,66099.9453125,66385.5078125,66385.5078125,313257984
2024-06-20 11:15:00,66374.8515625,66425.34375,66294.203125,66386.0703125,66386.0703125,258195456
2024-06-20 11:30:00,66387.2578125,66438.9609375,66173.5703125,66173.5703125,66173.5703125,37808128
2024-06-20 11:45:00,66181.640625,66200.046875,66131.28125,66131.28125,66131.28125,0
2024-06-20 12:00:00,66143.40625,66264.5078125,66059.828125,66149.3203125,66149.3203125,110106624
2024-06-20 12:15:00,66111.390625,66111.390625,65913.15625,66035.671875,66035.671875,208609280
2024-06-20 12:30:00,66035.1875,66079.8671875,65927.5625,65945.5625,65945.5625,257345536
2024-06-20 12:45:00,65989.6171875,66075.671875,65949.6328125,65949.6328125,65949.6328125,119283712
2024-06-20 13:00:00,65956.6796875,65956.6796875,65815.7421875,65844.0546875,65844.0546875,170315776
2024-06-20 13:15:00,65791.296875,65791.296875,65253.453125,65253.453125,65253.453125,443295744
2024-06-20 13:30:00,65337.7734375,65443.4609375,65206.23046875,65443.4609375,65443.4609375,664057856
2024-06-20 13:45:00,65399.15234375,65467.0546875,65146.8984375,65174.91796875,65174.91796875,268644352
2024-06-20 14:00:00,65121.15234375,65121.15234375,64784.23046875,64803.81640625,64803.81640625,243494912
2024-06-20 14:15:00,64825.8984375,64981.1796875,64676.48046875,64981.1796875,64981.1796875,320958464
2024-06-20 14:30:00,65008.125,65082.35546875,64880.3515625,64887.62890625,64887.62890625,142807040
2024-06-20 14:45:00,64888.6484375,64963.6796875,64823.65234375,64927.89453125,64927.89453125,136015872
2024-06-20 15:00:00,64922.390625,64957.65625,64807.88671875,64921.12890625,64921.12890625,222599168
2024-06-20 15:15:00,64952.34765625,64952.34765625,64813.5859375,64822.4140625,64822.4140625,219084800
2024-06-20 15:30:00,64813.2890625,65054.18359375,64813.2890625,65054.18359375,65054.18359375,138614784
2024-06-20 15:45:00,65024.0390625,65024.0390625,64807.93359375,64807.93359375,64807.93359375,45389824
2024-06-20 16:00:00,64788.8046875,64788.8046875,64586.5859375,64773.73828125,64773.73828125,251086848
2024-06-20 16:15:00,64731.8125,64741.8671875,64562.9609375,64622.203125,64622.203125,294352896
2024-06-20 16:30:00,64661.2265625,64833.5234375,64548.28125,64833.5234375,64833.5234375,264941568
2024-06-20 16:45:00,64818.98046875,64886.078125,64793.11328125,64793.11328125,64793.11328125,132114432
2024-06-20 17:00:00,64824.2421875,64826.40234375,64699.640625,64826.40234375,64826.40234375,38774784
2024-06-20 17:15:00,64839.83203125,64867.8984375,64713.74609375,64713.74609375,64713.74609375,0
2024-06-20 17:30:00,64711.96875,64768.2734375,64685.28515625,64690.0078125,64690.0078125,86714368
2024-06-20 17:45:00,64692.18359375,64940.3125,64655.8203125,64927.7109375,64927.7109375,163348480
2024-06-20 18:00:00,64922.78515625,65052.25390625,64919.3671875,64919.3671875,64919.3671875,157667328
2024-06-20 18:15:00,64937.84375,65134.05078125,64937.84375,65132.91015625,65132.91015625,139872256
2024-06-20 18:30:00,65123.26171875,65123.26171875,64982.0,64988.53515625,64988.53515625,54523904
2024-06-20 18:45:00,65006.0703125,65092.609375,65006.0703125,65092.609375,65092.609375,28069888
2024-06-20 19:00:00,65092.43359375,65092.43359375,64978.32421875,64978.32421875,64978.32421875,49022976
2024-06-20 19:15:00,65012.00390625,65012.00390625,64806.46484375,65005.07421875,65005.07421875,49729536
2024-06-20 19:30:00,65033.18359375,65033.18359375,64938.578125,64987.06640625,64987.06640625,218286080
2024-06-20 19:45:00,64992.921875,64992.921875,64925.98828125,64928.515625,64928.515625,401811456
2024-06-20 20:00:00,65005.34765625,65137.109375,65005.34765625,65017.75,65017.75,376889344
2024-06-20 20:15:00,65038.265625,65090.08984375,65008.5078125,65008.5078125,65008.5078125,14481408
2024-06-20 20:30:00,64988.50390625,64994.78515625,64956.0234375,64988.18359375,64988.18359375,0
2024-06-20 20:45:00,65008.83984375,65076.21875,65008.83984375,65047.03515625,65047.03515625,4556800
2024-06-20 21:00:00,65055.56640625,65080.85546875,65043.19921875,65073.85546875,65073.85546875,0
2024-06-20 21:15:00,65066.34765625,65117.9765625,65057.18359375,65117.9765625,65117.9765625,0
2024-06-20 21:30:00,65134.6328125,65134.6328125,65019.796875,65036.2109375,65036.2109375,2930688
2024-06-20 21:45:00,65034.44140625,65034.8359375,64996.5234375,65005.94140625,65005.94140625,53248
