Open Time,Open,High,Low,Close,Volume
2024-03-05,1.18920000,1.84800000,1.00000000,1.54700000,134478787.15000000
2024-03-06,1.54690000,2.29000000,1.42000000,1.84500000,194568701.21000000
2024-03-07,1.84600000,1.90000000,1.64600000,1.70820000,73517618.31000000
2024-03-08,1.70660000,2.37960000,1.69740000,2.15750000,122281289.77000000
2024-03-09,2.15740000,2.24550000,2.02200000,2.16800000,52350888.83000000
2024-03-10,2.16850000,2.49560000,2.03000000,2.13530000,62401650.90000000
2024-03-11,2.13590000,2.28000000,2.00000000,2.10860000,45049741.91000000
2024-03-12,2.10830000,2.18390000,1.78900000,2.16390000,60227501.15000000
2024-03-13,2.16430000,2.77000000,2.12990000,2.64500000,88904621.65000000
2024-03-14,2.64500000,3.45810000,2.64450000,3.15680000,163911885.36000000
2024-03-15,3.15690000,3.56720000,2.70000000,2.81420000,159560524.52000000
2024-03-16,2.81430000,2.93900000,2.04930000,2.22890000,130519025.83000000
2024-03-17,2.22800000,3.15330000,2.16870000,3.03930000,124506261.92000000
2024-03-18,3.04000000,3.29830000,2.50000000,2.55190000,133205824.90000000
2024-03-19,2.55130000,2.74500000,2.11020000,2.31780000,139296638.86000000
2024-03-20,2.31770000,2.74500000,1.95000000,2.60420000,146481537.20000000
2024-03-21,2.60420000,2.62640000,2.22630000,2.28550000,80920400.27000000
2024-03-22,2.28570000,2.49410000,2.11000000,2.23150000,77564520.29000000
2024-03-23,2.23140000,2.47470000,2.13740000,2.27790000,69562694.96000000
2024-03-24,2.27820000,2.85370000,2.22000000,2.82020000,68067123.54000000
2024-03-25,2.82030000,2.99790000,2.62680000,2.68400000,102079001.77000000
2024-03-26,2.68390000,3.38620000,2.66370000,3.24830000,103848501.24000000
2024-03-27,3.24990000,3.46440000,2.98590000,3.05120000,91485098.55000000
2024-03-28,3.05150000,3.98700000,2.91990000,3.75210000,114030695.89000000
2024-03-29,3.75210000,4.24850000,3.50280000,3.91970000,104287757.10000000
2024-03-30,3.91970000,4.69000000,3.91730000,4.26730000,92998681.44000000
2024-03-31,4.26730000,4.86000000,4.18420000,4.57730000,69590963.41000000
2024-04-01,4.57730000,4.64990000,3.96160000,4.22100000,73346503.79000000
2024-04-02,4.22060000,4.24660000,3.65990000,3.84710000,88551956.12000000
2024-04-03,3.84630000,4.17050000,3.60000000,3.62620000,72057667.32000000
2024-04-04,3.62620000,4.03950000,3.46330000,3.54500000,68437672.73000000
2024-04-05,3.54400000,3.60510000,3.18580000,3.21890000,62233539.49000000
2024-04-06,3.21880000,3.58810000,3.18890000,3.56780000,43802084.97000000
2024-04-07,3.56720000,3.90280000,3.44770000,3.75900000,65002944.69000000
2024-04-08,3.75980000,4.34320000,3.62770000,4.20250000,61535899.03000000
2024-04-09,4.20290000,4.21550000,3.52030000,3.58570000,62706525.59000000
2024-04-10,3.58580000,3.70390000,3.28330000,3.62120000,72703072.61000000
2024-04-11,3.62150000,3.85790000,3.42930000,3.45560000,47401423.13000000
2024-04-12,3.45610000,3.56200000,2.40480000,2.65830000,105903879.79000000
2024-04-13,2.65830000,2.88740000,1.94890000,2.32730000,154608591.07000000
2024-04-14,2.32730000,3.11980000,2.23950000,3.06170000,167197341.57000000
2024-04-15,3.06090000,3.16000000,2.45490000,2.74860000,118970487.01000000
2024-04-16,2.74880000,2.80010000,2.41000000,2.67900000,106659723.31000000
2024-04-17,2.67810000,2.79240000,2.32320000,2.42140000,82350653.29000000
2024-04-18,2.42200000,2.71030000,2.24580000,2.56670000,79697012.07000000
2024-04-19,2.56680000,3.07880000,2.25170000,2.92050000,117635804.62000000
2024-04-20,2.92030000,3.09280000,2.71520000,3.02460000,68187890.26000000
2024-04-21,3.02450000,3.21250000,2.89510000,2.92830000,53972049.64000000
2024-04-22,2.92740000,3.07930000,2.77390000,2.90770000,61059264.88000000
2024-04-23,2.90820000,3.11780000,2.74030000,3.01470000,60374490.20000000
2024-04-24,3.01460000,3.56140000,2.97330000,3.10100000,129907730.16000000
2024-04-25,3.10120000,3.35000000,2.84580000,3.14810000,112034884.23000000
2024-04-26,3.14790000,3.18360000,2.81750000,2.84690000,62022177.39000000
2024-04-27,2.84680000,2.86100000,2.60000000,2.76660000,57378961.75000000
